UA4000198469,,198469,13480,???????????? ???????? ???????,????????? ?????????? ????????? ????? ??????? ???????????????? ?????????? ??????????????? ??????,507 564,25.07.2017,"1 000,00 (USD)",26.07.2017,VRAI,??????,FAUX,10.07.2019
UA4000198873,,198873,13480,???????????? ???????? ???????,????????? ?????????? ????????? ????? ??????? ???????????????? ?????????? ??????????????? ??????,2 232 600,05.09.2017,"1 000,00 (UAH)",06.09.2017,VRAI,??????,FAUX,06.08.2020
UA4000199210,,199210,13480,???????????? ???????? ???????,????????? ?????????? ????????? ????? ??????? ???????????????? ?????????? ??????????????? ??????,2 945 567,17.10.2017,"1 000,00 (UAH)",18.10.2017,VRAI,??????,FAUX,12.10.2022
UA4000199244,,199244,13480,???????????? ???????? ???????,????????? ?????????? ????????? ????? ??????? ???????????????? ?????????? ??????????????? ??????,297 497,25.10.2017,"1 000,00 (USD)",25.10.2017,VRAI,??????,FAUX,23.10.2019
UA4000188213,,188213,13480,???????????? ???????? ???????,????????? ?????????? ????????? ????? ??????? ????????????? ?????????? ??????????????? ??????,2 899 710,05.12.2014,"1 000,00 (UAH)",20.11.2017,VRAI,??????,FAUX,19.09.2024
UA4000188221,,188221,13480,???????????? ???????? ???????,????????? ?????????? ????????? ????? ??????? ????????????? ?????????? ??????????????? ??????,2 899 710,05.12.2014,"1 000,00 (UAH)",20.11.2017,VRAI,??????,FAUX,23.10.2024
UA4000188239,,188239,13480,???????????? ???????? ???????,????????? ?????????? ????????? ????? ??????? ????????????? ?????????? ??????????????? ??????,2 899 710,05.12.2014,"1 000,00 (UAH)",20.11.2017,VRAI,??????,FAUX,06.11.2024
UA4000188247,,188247,13480,???????????? ???????? ???????,????????? ?????????? ????????? ????? ??????? ????????????? ?????????? ??????????????? ??????,2 899 710,05.12.2014,"1 000,00 (UAH)",20.11.2017,VRAI,??????,FAUX,20.11.2024
UA4000190649,,190649,13480,???????????? ???????? ???????,????????? ?????????? ????????? ????? ??????? ????????????? ?????????? ??????????????? ??????,633 000,29.07.2015,"1 000,00 (UAH)",20.11.2017,VRAI,??????,FAUX,16.07.2025
UA4000192702,,192702,13480,???????????? ???????? ???????,????????? ?????????? ????????? ????? ??????? ????????????? ?????????? ??????????????? ??????,2 500 000,29.01.2016,"1 000,00 (UAH)",20.11.2017,VRAI,??????,FAUX,29.10.2025
UA4000192710,,192710,13480,???????????? ???????? ???????,????????? ?????????? ????????? ????? ??????? ????????????? ?????????? ??????????????? ??????,2 455 520,29.01.2016,"1 000,00 (UAH)",21.11.2017,VRAI,??????,FAUX,12.11.2025
UA4000196315,,196315,13480,???????????? ???????? ???????,????????? ?????????? ????????? ????? ??????? ????????????? ?????????? ??????????????? ??????,2 999 999,21.12.2016,"1 000,00 (UAH)",21.11.2017,VRAI,??????,FAUX,19.11.2031
UA4000196216,,196216,13480,???????????? ???????? ???????,????????? ?????????? ????????? ????? ??????? ????????????? ?????????? ??????????????? ??????,4 000 000,28.12.2016,"1 000,00 (UAH)",21.11.2017,VRAI,??????,FAUX,06.03.2030
UA4000196224,,196224,13480,???????????? ???????? ???????,????????? ?????????? ????????? ????? ??????? ????????????? ?????????? ??????????????? ??????,4 000 000,28.12.2016,"1 000,00 (UAH)",21.11.2017,VRAI,??????,FAUX,08.05.2030
UA4000196232,,196232,13480,???????????? ???????? ???????,????????? ?????????? ????????? ????? ??????? ????????????? ?????????? ??????????????? ??????,4 000 000,28.12.2016,"1 000,00 (UAH)",21.11.2017,VRAI,??????,FAUX,07.08.2030
UA4000196265,,196265,13480,???????????? ???????? ???????,????????? ?????????? ????????? ????? ??????? ????????????? ?????????? ??????????????? ??????,4 000 000,28.12.2016,"1 000,00 (UAH)",21.11.2017,VRAI,??????,FAUX,12.02.2031
UA4000196273,,196273,13480,???????????? ???????? ???????,????????? ?????????? ????????? ????? ??????? ????????????? ?????????? ??????????????? ??????,4 000 000,28.12.2016,"1 000,00 (UAH)",21.11.2017,VRAI,??????,FAUX,02.04.2031
UA4000196281,,196281,13480,???????????? ???????? ???????,????????? ?????????? ????????? ????? ??????? ????????????? ?????????? ??????????????? ??????,4 000 000,28.12.2016,"1 000,00 (UAH)",21.11.2017,VRAI,??????,FAUX,14.05.2031
UA4000196299,,196299,13480,???????????? ???????? ???????,????????? ?????????? ????????? ????? ??????? ????????????? ?????????? ??????????????? ??????,4 000 000,28.12.2016,"1 000,00 (UAH)",21.11.2017,VRAI,??????,FAUX,23.07.2031
UA4000196307,,196307,13480,???????????? ???????? ???????,????????? ?????????? ????????? ????? ??????? ????????????? ?????????? ??????????????? ??????,4 000 000,28.12.2016,"1 000,00 (UAH)",21.11.2017,VRAI,??????,FAUX,24.09.2031
UA4000196455,,196455,13480,???????????? ???????? ???????,????????? ?????????? ????????? ????? ??????? ????????????? ?????????? ??????????????? ??????,4 000 000,28.12.2016,"1 000,00 (UAH)",22.11.2017,VRAI,??????,FAUX,12.03.2031
