"Nom";"ISIN";"Symbole";"Place";"Maturité";"Trading Currency";"Ouvert";"Haut";"Bas";"Dernier";"Last Date/Time";"Time Zone";"Volume";"Capitaux"
"European Bonds";"";;;;;;;;;;;;
"09 Avr 2019";;;;;;;;;;;;;
"All datapoints provided as of end of last active trading day.";;;;;;;;;;;;;
"ASPA1.6%-? 16JUL24";"BE3829517544";;"Euronext Expert Market";"2024-07-16";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"ASPA1.6%-V1JUL24C";"BEAR00550937";;"Euronext Expert Market";"2024-07-01";"%";"99.50";"99.50";"99.50";"99.50";"03/11/2015 12:00";"CET";"22200";"22089.00"
"ASPA1.7%14JUL19SU";"BEAR00552206";;"Euronext Expert Market";"2019-07-14";"%";"98.20";"98.20";"98.20";"98.20";"27/03/2018 12:00";"CET";"8000";"7856.00"
"ASPA1.9%-V16JUN24C";"BEAR00549020";;"Euronext Expert Market";"2024-06-16";"%";"100.02";"100.02";"100.02";"100.02";"03/11/2015 12:00";"CET";"178650";"178685.73"
"ASPA1.9-V16MAY24 C";"BEAR00545986";;"Euronext Expert Market";"2024-05-16";"%";"100.40";"100.40";"100.40";"100.40";"03/11/2015 12:00";"CET";"31005";"31129.02"
"ASPA2%2JUN19SU";"BEAR00546604";;"Euronext Expert Market";"2019-06-02";"%";"100.90";"100.90";"100.90";"100.90";"15/08/2017 12:00";"CET";"20000";"20180.00"
"ASPA2%9MAY19SU";"BEAR00545499";;"Euronext Expert Market";"2019-05-19";"%";"100.00";"100.00";"100.00";"100.00";"12/03/2019 12:00";"CET";"10000";"10000.00"
"ASPA2.25%27SEP20SU";"BEAR00517381";;"Euronext Expert Market";"2020-09-27";"%";"98.80";"98.80";"98.80";"98.80";"25/10/2016 12:00";"CET";"10000";"9880.00"
"ASPA2.25%8OCT20 SU";"BEAR00518397";;"Euronext Expert Market";"2020-10-08";"%";"100.12";"100.12";"100.12";"100.12";"15/09/2015 12:00";"CET";"26000";"26031.20"
"ASPA2.35-V16NOV25C";"BEAR00338242";;"Euronext Expert Market";"2025-11-16";"%";"108.00";"108.00";"108.00";"108.00";"03/11/2015 12:00";"CET";"2500";"2700.00"
"ASPA2.5%18MAR20";"BEAR00489797";;"Euronext Expert Market";"2020-03-18";"%";"102.20";"102.20";"102.20";"102.20";"17/10/2017 12:00";"CET";"48000";"49056.00"
"ASPA2.85%24JAN20 C";"BE6247823535";;"Euronext Expert Market";"2020-01-24";"%";"102.20";"102.20";"102.20";"102.20";"23/12/2014 12:00";"CET";"26500";"27083.00"
"ASPA2.85-V16MAR27C";"BEAR00434538";;"Euronext Expert Market";"2027-03-16";"%";"106.10";"106.10";"106.10";"106.10";"03/11/2015 12:00";"CET";"8000";"8488.00"
"ASPA2.85-V17APR27C";"BEAR00439826";;"Euronext Expert Market";"2027-04-17";"%";"107.00";"107.00";"107.00";"107.00";"03/11/2015 12:00";"CET";"620";"663.40"
"ASPA3%11FEB20SU";"BEAR00483436";;"Euronext Expert Market";"2020-02-13";"%";"101.20";"101.20";"101.20";"101.20";"10/05/2016 12:00";"CET";"10000";"10120.00"
"ASPA3%17JAN20SU";"BEAR00479434";;"Euronext Expert Market";"2020-01-17";"%";"102.90";"102.90";"102.90";"102.90";"24/10/2017 17:38";"CET";"10000";"10290.00"
"ASPA3%19JAN20SU";"BEAR00480424";;"Euronext Expert Market";"2020-01-19";"%";"100.01";"100.01";"100.01";"100.01";"29/01/2019 12:00";"CET";"5000";"5000.50"
"ASPA3%1FEB20SU";"BEAR00481877";;"Euronext Expert Market";"2020-02-01";"%";"101.50";"101.50";"101.50";"101.50";"19/09/2017 12:00";"CET";"20000";"20300.00"
"ASPA3%24JAN20SU";"BEAR00480358";;"Euronext Expert Market";"2020-01-24";"%";"96.50";"96.50";"96.50";"96.50";"17/07/2018 12:00";"CET";"1000";"965.00"
"ASPA3%2JAN20 SU";"BEAR00477321";;"Euronext Expert Market";"2020-01-02";"%";"101.06";"101.06";"101.06";"101.06";"20/01/2015 12:00";"CET";"12500";"12632.50"
"ASPA3%30NOV19SU";"BEAR00473163";;"Euronext Expert Market";"2019-11-30";"%";"99.00";"99.00";"99.00";"99.00";"13/11/2018 12:00";"CET";"21250";"21037.50"
"ASPA3%31JAN20SU";"BEAR00481521";;"Euronext Expert Market";"2020-01-31";"%";"102.90";"102.90";"102.90";"102.90";"24/10/2017 17:38";"CET";"10000";"10290.00"
"ASPA3.1% 1OCT19 SU";"BEAR00463917";;"Euronext Expert Market";"2019-10-01";"%";"104.71";"104.71";"104.71";"104.71";"10/03/2015 12:00";"CET";"40000";"41884.00"
"ASPA3.1%16OCT19SU";"BEAR00466365";;"Euronext Expert Market";"2019-10-16";"%";"100.00";"100.00";"100.00";"100.00";"21/02/2017 12:00";"CET";"16000";"16000.00"
"ASPA3.1%17JUL19 SU";"BE6240132256";;"Euronext Expert Market";"2019-07-17";"%";"102.00";"102.00";"102.00";"102.00";"16/12/2014 12:00";"CET";"15000";"15300.00"
"ASPA3.1%18SEP19SU";"BEAR00464089";;"Euronext Expert Market";"2019-09-18";"%";"101.00";"101.00";"101.00";"101.00";"21/02/2017 12:00";"CET";"20000";"20200.00"
"ASPA3.1%25SEP19 SU";"BEAR00463347";;"Euronext Expert Market";"2019-09-25";"%";"104.61";"104.61";"104.61";"104.61";"10/03/2015 12:00";"CET";"5000";"5230.50"
"ASPA3.1%3OCT19SU";"BEAR00465516";;"Euronext Expert Market";"2019-10-03";"%";"100.00";"100.00";"100.00";"100.00";"31/10/2017 12:00";"CET";"1250";"1250.00"
"ASPA3.15%8MAY19 SU";"BE6234502217";;"Euronext Expert Market";"2019-05-08";"%";"102.00";"102.00";"102.00";"102.00";"16/12/2014 12:00";"CET";"10000";"10200.00"
"ASPA3.25%11JUN19SU";"BEAR00448181";;"Euronext Expert Market";"2019-06-11";"%";"102.00";"102.00";"102.00";"102.00";"27/02/2018 12:00";"CET";"10000";"10200.00"
"ASPA3.25%15JUN19SU";"BEAR00446904";;"Euronext Expert Market";"2019-06-15";"%";"100.90";"100.90";"100.90";"100.90";"26/03/2019 12:00";"CET";"28000";"28252.00"
"ASPA3.25%1JUN19SU";"BEAR00445914";;"Euronext Expert Market";"2019-06-01";"%";"100.90";"100.90";"100.90";"100.90";"26/03/2019 12:00";"CET";"15000";"15135.00"
"ASPA3.25%25JUL19SU";"BEAR00455368";;"Euronext Expert Market";"2019-07-25";"%";"100.06";"100.06";"100.06";"100.06";"14/11/2017 12:00";"CET";"1000";"1000.60"
"ASPA3.25%27AUG19SU";"BEAR00459733";;"Euronext Expert Market";"2019-08-27";"%";"100.00";"100.00";"100.00";"100.00";"14/08/2018 12:00";"CET";"36000";"36000.00"
"ASPA3.25%4SEP19SU";"BEAR00461127";;"Euronext Expert Market";"2019-09-04";"%";"100.05";"100.05";"100.05";"100.05";"29/01/2019 12:00";"CET";"5000";"5002.50"
"ASPA3.25%6JUL19SU";"BEAR00451946";;"Euronext Expert Market";"2019-07-06";"%";"100.85";"100.85";"100.85";"100.85";"26/03/2019 12:00";"CET";"7753";"7818.90"
"ASPA3.25%7AUG19SU";"BEAR00456036";;"Euronext Expert Market";"2019-08-07";"%";"103.84";"103.84";"103.84";"103.84";"09/02/2016 12:00";"CET";"100000";"103840.00"
"ASPA3.25%7JUN19SU";"BEAR00447779";;"Euronext Expert Market";"2019-06-07";"%";"100.00";"100.00";"100.00";"100.00";"27/11/2018 12:00";"CET";"30000";"30000.00"
"ASPA3.25-V15MAY26C";"BEAR00367613";;"Euronext Expert Market";"2026-05-15";"%";"110.50";"110.50";"110.50";"110.50";"03/11/2015 12:00";"CET";"2500";"2762.50"
"ASPAx-1-v 28FEB25C";"BEAR00579738";;"Euronext Expert Market";"2025-02-28";"%";"96.00";"96.00";"96.00";"96.00";"03/11/2015 12:00";"CET";"2500";"2400.00"
"ASPAx-1.3-V 2DEC24";"BEAR00568376";;"Euronext Expert Market";"2024-12-02";"%";"98.01";"98.01";"98.01";"98.01";"13/10/2015 12:00";"CET";"5000";"4900.50"
"ASPAx-1.3-v15FEB25";"BEAR00577039";;"Euronext Expert Market";"2025-02-15";"%";"92.50";"92.50";"92.50";"92.50";"08/12/2015 12:00";"CET";"1250";"1156.25"
"ASPAx-1.3-V1DEC24C";"BEAR00568186";;"Euronext Expert Market";"2024-12-01";"%";"94.50";"94.50";"94.50";"94.50";"13/10/2015 12:00";"CET";"3000";"2835.00"
"ASPAx-1.4-V1SEP24C";"BEAR00557916";;"Euronext Expert Market";"2024-09-01";"%";"98.63";"98.63";"98.63";"98.63";"13/10/2015 12:00";"CET";"6000";"5917.80"
"ASPAX-1.6-V16JUL24";"BEAR00552347";;"Euronext Expert Market";"2024-07-16";"%";"92.01";"92.01";"92.01";"92.01";"15/12/2015 12:00";"CET";"4000";"3680.40"
"ASPAX-1.6-V1JUL24";"BE3829510473";;"Euronext Expert Market";"2024-07-01";"%";"99.26";"99.26";"99.26";"99.26";"10/03/2015 12:00";"CET";"6150";"6104.49"
"ASPAx-1.9-V1JUN24C";"BEAR00547487";;"Euronext Expert Market";"2024-06-01";"%";"100.30";"100.30";"100.30";"100.30";"03/11/2015 12:00";"CET";"7700";"7723.10"
"ASPAx-2-v16APR24C";"BEAR00542751";;"Euronext Expert Market";"2024-04-16";"%";"100.70";"100.70";"100.70";"100.70";"10/11/2015 12:00";"CET";"250";"251.75"
"ASPFRN20OCT27";"BEAR00468544";;"Euronext Expert Market";"2027-10-20";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"ASPx-0.65-v16JUN25";"BEAR00595437";;"Euronext Expert Market";"2025-06-16";"%";"94.02";"94.02";"94.02";"94.02";"08/12/2015 12:00";"CET";"10000";"9402.00"
"ASPx-0.65-V16SEP25";"BEAR00603975";;"Euronext Expert Market";"2025-09-16";"%";"93.30";"93.30";"93.30";"93.30";"08/12/2015 12:00";"CET";"2500";"2332.50"
"ASPx-0.65-V1AUG25C";"BEAR00600500";;"Euronext Expert Market";"2025-08-01";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"ASPx-0.65-v4JUL25";"BEAR00597920";;"Euronext Expert Market";"2025-07-04";"%";"93.00";"93.00";"93.00";"93.00";"13/03/2018 12:00";"CET";"15500";"14415.00"
"ASPx-0.65-V5AUG25C";"BEAR00600815";;"Euronext Expert Market";"2025-08-05";"%";"94.00";"94.00";"94.00";"94.00";"03/11/2015 12:00";"CET";"12500";"11750.00"
"ASPx-0.75-v1MAY25C";"BEAR00589794";;"Euronext Expert Market";"2025-05-01";"%";"95.00";"95.00";"95.00";"95.00";"03/11/2015 12:00";"CET";"10000";"9500.00"
"ASPx-1.3-v12NOV24C";"BEAR00565737";;"Euronext Expert Market";"2024-11-12";"%";"97.00";"97.00";"97.00";"97.00";"03/11/2015 12:00";"CET";"1250";"1212.50"
"ASPx-1.3-v17DEC24C";"BEAR00570166";;"Euronext Expert Market";"2024-12-17";"%";"101.75";"101.75";"101.75";"101.75";"23/10/2018 12:00";"CET";"10000";"10175.00"
"ASPx-1.3-v21DEC24C";"BEAR00570794";;"Euronext Expert Market";"2024-12-21";"%";"98.00";"98.00";"98.00";"98.00";"03/11/2015 12:00";"CET";"7500";"7350.00"
"ASPx-1.3-v27JAN25C";"BEAR00574358";;"Euronext Expert Market";"2020-01-27";"%";"94.50";"94.50";"94.50";"94.50";"03/11/2015 12:00";"CET";"370";"349.65"
"ASPx-1.3-V29OCT24";"BEAR00564177";;"Euronext Expert Market";"2024-10-29";"%";"92.82";"92.82";"92.82";"92.82";"08/12/2015 12:00";"CET";"1250";"1160.25"
"ASPx-1.9-v16MAY24C";"BEAR00545994";;"Euronext Expert Market";"2024-05-16";"%";"99.50";"99.50";"99.50";"99.50";"03/11/2015 12:00";"CET";"375";"373.13"
"ASPx-2.4-v15SEP25C";"BEAR00603926";;"Euronext Expert Market";"2025-09-15";"%";"94.20";"94.20";"94.20";"94.20";"03/11/2015 12:00";"CET";"2500";"2355.00"
"ASPx-2.85-v19MAR27";"BEAR00434744";;"Euronext Expert Market";"2027-03-19";"%";"101.51";"101.51";"101.51";"101.51";"11/08/2015 12:00";"CET";"5000";"5075.50"
"ASPx-2.85-v7AUG27C";"BEAR00457430";;"Euronext Expert Market";"2027-08-07";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"ASR 5.125%29SEP45";"XS1293505639";;"Euronext Amsterdam";"2045-09-29";"%";"111.39";"111.40";"111.39";"111.40";"29/03/2019 17:29";"CET";"10000";"11139.70"
"ASR NL 10% PL";"NL0009213545";;"Euronext Amsterdam";;"%";"105.70";"105.70";"105.65";"105.65";"08/04/2019 14:19";"CET";"15000";"15852.50"
"ASR NL 7,25% PL";"NL0009213552";;"Euronext Amsterdam";;"%";"103.84";"103.84";"103.80";"103.80";"08/04/2019 14:40";"CET";"10100";"10485.84"
"ASRNED5%PL";"XS1115800655";;"Euronext Amsterdam";;"%";"110.65";"110.65";"110.65";"110.65";"08/04/2019 10:59";"CET";"10000";"11065.00"
"ATARI OCE 1AVR20";"FR0010032839";"YATA2";"Euronext Paris";"2020-04-01";"EUR";"6.50";"6.50";"6.50";"6.50";"08/04/2019 15:46";"CET";"1100";"7150.00"
"ATENO3.125%11OCT17";"BE0002263326";;"Euronext Growth Brussels";"2022-10-11";"%";"99.10";"99.10";"99.10";"99.10";"06/07/2018 11:26";"CET";"100000";"9910000000.00"
"ATENOR2.875%5APR22";"BE0002587658";"ATE22";"Euronext Brussels";"2022-04-05";"%";"101.95";"101.95";"101.95";"101.95";"24/05/2018 12:42";"CET";"16000";"16312.00"
"ATENOR3%4OCT2021";"BE0002261304";;"Euronext Growth Brussels";"2021-10-04";"%";"100.00";"100.00";"100.00";"100.00";"26/09/2017 11:26";"CET";"100000";"102950.68"
"ATENOR3.5%4OCT2023";"BE0002262310";;"Euronext Growth Brussels";"2023-10-04";"%";"97.50";"97.50";"97.50";"97.50";"26/06/2017 13:07";"CET";"100000";"100060.27"
"ATENOR3.5%5APR24";"BE0002588664";"ATE24";"Euronext Brussels";"2024-04-05";"%";"104.00";"104.00";"104.00";"104.00";"08/04/2019 16:33";"CET";"2000";"2080.00"
"ATENOR3.75%11OCT24";"BE0002264332";;"Euronext Growth Brussels";"2024-10-11";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"ATLANTESFRN23AUG66";"PTGAMAOM0014";"BGAMA";"Euronext Lisbon";"2066-08-23";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"ATOS    06JUN20";"FR0125043911";;"Euronext Paris";"2020-06-06";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"ATOS0.75%07MAY2022";"FR0013378445";"ATOAC";"Euronext Paris";"2022-05-07";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"ATOS1.444%6OCT2023";"FR0013209715";"ATOAB";"Euronext Access Paris";"2023-10-06";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"ATOS1.75%07MAY2025";"FR0013378452";"ATOAD";"Euronext Paris";"2025-05-07";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"ATOS2.375%2JUL2020";"FR0012830685";"ATOAA";"Euronext Paris";"2020-07-02";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"ATOS2.5%07NOV2028";"FR0013378460";"ATOAF";"Euronext Paris";"2028-11-07";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"AUBAGNEFRN15JUL28";"FR0010001404";;"Euronext Paris";"2028-07-15";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"AUBAGNEFRN2APR30";"FR0010224352";;"Euronext Paris";"2030-04-02";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"AUPLATA8%26JUN2019";"FR0011945955";"BAUPL";"Euronext Growth Paris";"2019-06-26";"%";"96.10";"96.10";"96.10";"96.10";"01/04/2019 16:30";"CET";"2000";"1922.00"
"AUREA4.75%JUN2019";"FR0011519982";"AURAA";"Euronext Growth Paris";"2019-06-12";"%";"101.00";"101.00";"101.00";"101.00";"21/06/2013 16:30";"CET";"10000";"10118.22"
"AUSTR3,5%15SEP21";"AT0000A001X2";;"Euronext Paris";"2021-09-15";"%";"111.72";"111.72";"111.72";"111.72";"04/10/2018 16:30";"CET";"60000";"67032.00"
"AUSTR3,9%15JUL20";"AT0000386115";;"Euronext Paris";"2020-07-15";"%";"112.44";"112.44";"112.44";"112.44";"02/10/2017 16:30";"CET";"3000";"3399.16"
"AUSTR4,15%15MAR37";"AT0000A04967";;"Euronext Paris";"2037-03-15";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"AUSTRI3.65%20APR22";"AT0000A0N9A0";"ATAA";"Euronext Paris";"2022-04-20";"%";"115.18";"115.18";"115.18";"115.18";"26/02/2014 16:03";"CET";"1000";"1183.50"
"AUT0.00%15JUL2023";"AT0000A1PE50";"AUTAP";"Euronext Paris";"2023-07-15";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"AUT0.25%18OCT2019";"AT0000A19XC3";"AUTAI";"Euronext Paris";"2019-10-18";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"AUT0.75%20OCT2026";"AT0000A1K9C8";"AUTAM";"Euronext Paris";"2026-10-20";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"AUT1.20%20OCT2025";"AT0000A1FAP5";"AUTAJ";"Euronext Paris";"2025-10-20";"%";"108.12";"108.12";"108.12";"108.12";"07/02/2019 15:11";"CET";"200000";"216240.00"
"AUT1.50%20FEV2047";"AT0000A1K9F1";"AUTAN";"Euronext Paris";"2047-02-20";"%";"104.00";"104.00";"104.00";"104.00";"07/08/2018 14:41";"CET";"2000";"2080.00"
"AUT1.50%2NOV2086";"AT0000A1PEF7";"AUTAR";"Euronext Paris";"2086-11-02";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"AUT1.65%21OCT2024";"AT0000A185T1";"AUTAH";"Euronext Paris";"2024-10-21";"%";"104.45";"104.45";"104.45";"104.45";"26/09/2014 16:18";"CET";"1000";"1049.88"
"AUT1.750%20OCT2023";"AT0000A105W3";"AUTAE";"Euronext Paris";"2023-10-20";"%";"112.25";"112.25";"112.25";"112.25";"10/04/2017 09:37";"CET";"100000";"113084.25"
"AUT1.95%18JUN2019";"AT0000A0VRF9";"AUTAC";"Euronext Paris";"2019-06-18";"%";"103.44";"103.44";"103.44";"103.44";"17/01/2018 15:44";"CET";"400000";"413760.00"
"AUT2.40%23MAY2034";"AT0000A10683";"AUTAF";"Euronext Paris";"2034-05-23";"%";"122.38";"122.38";"122.38";"122.38";"06/01/2015 17:12";"CET";"5000";"6194.62"
"AUT3.15%20JUN2044";"AT0000A0VRQ6";"AUTAD";"Euronext Paris";"2044-06-20";"%";"140.10";"140.10";"140.10";"140.10";"07/11/2017 11:54";"CET";"5000";"7066.27"
"AUT3.40%22NOV2022";"AT0000A0U3T4";"AUTAB";"Euronext Paris";"2022-11-22";"%";"114.44";"114.44";"114.44";"114.44";"25/01/2019 09:00";"CET";"1000";"1144.40"
"AUT3.80%26JAN2062";"AT0000A0U299";"AUTAA";"Euronext Paris";"2062-01-26";"%";"186.42";"186.42";"186.42";"186.42";"01/04/2019 10:27";"CET";"106000";"197605.20"
"AUTABSDFPFFRNMAY21";"FR0012633451";;"Euronext Paris";"2021-05-25";"EUR";"-";"-";"-";"-";"-";"-";"-";"-"
"AUTABSGEFRN29JAN28";"FR0011635093";;"Euronext Paris";"2028-01-29";"EUR";"-";"-";"-";"-";"-";"-";"-";"-"
"AUTABSGERLFRNJAN28";"FR0011755818";;"Euronext Paris";"2028-01-29";"EUR";"-";"-";"-";"-";"-";"-";"-";"-"
"AUTOABS0.3%28FEB20";"FR0013402138";;"Euronext Paris";"2020-02-28";"EUR";"-";"-";"-";"-";"-";"-";"-";"-"
"AUTOABS0.3%28JUN19";"FR0013345287";;"Euronext Paris";"2019-06-28";"EUR";"-";"-";"-";"-";"-";"-";"-";"-"
"AUTOABS0.3%29AUG19";"FR0013356821";;"Euronext Paris";"2019-08-29";"EUR";"-";"-";"-";"-";"-";"-";"-";"-"
"AUTOABS0.3%29JAN20";"FR0013397544";;"Euronext Paris";"2020-01-29";"EUR";"-";"-";"-";"-";"-";"-";"-";"-"
"AUTOABS0.3%29JUL19";"FR0013351558";;"Euronext Paris";"2019-07-29";"EUR";"-";"-";"-";"-";"-";"-";"-";"-"
"AUTOABS0.3%29NOV19";"FR0013383114";;"Euronext Paris";"2019-11-29";"EUR";"-";"-";"-";"-";"-";"-";"-";"-"
"AUTOABS0.3%29OCT19";"FR0013373446";;"Euronext Paris";"2019-10-29";"EUR";"-";"-";"-";"-";"-";"-";"-";"-"
"AUTOABS0.3%30MAR20";"FR0013409604";;"Euronext Paris";"2020-03-30";"EUR";"-";"-";"-";"-";"-";"-";"-";"-"
"AUTOABS0.3%30SEP19";"FR0013367075";;"Euronext Paris";"2019-09-30";"EUR";"-";"-";"-";"-";"-";"-";"-";"-"
"AUTOABS0.3%31DEC19";"FR0013387990";;"Euronext Paris";"2019-12-30";"EUR";"-";"-";"-";"-";"-";"-";"-";"-"
"AUTOABSAFRN28MAY30";"FR0013370582";;"Euronext Paris";"2030-05-28";"EUR";"-";"-";"-";"-";"-";"-";"-";"-"
"AUTOABSBFRN28MAY30";"FR0013370590";;"Euronext Paris";"2030-05-28";"EUR";"-";"-";"-";"-";"-";"-";"-";"-"
"AUTRI4.85%15MAR26";"AT0000A0DXC2";;"Euronext Paris";"2026-03-15";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"AUVRHO0.90%25MAY31";"FR0013210838";"RAUVB";"Euronext Paris";"2031-05-25";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"AXA FRNPL";"XS0203470157";;"Euronext Amsterdam";;"%";"69.00";"69.00";"69.00";"69.00";"05/04/2019 15:59";"CET";"2000";"1380000.00"
"AXA FRNPL";"XS0188935174";;"Euronext Amsterdam";;"%";"103.75";"103.75";"101.77";"101.77";"08/04/2019 16:10";"CET";"105000";"106967.30"
"AXA4.05%1JAN21SUPL";"BEAX02013738";;"Euronext Expert Market";"2021-01-01";"%";"98.60";"98.60";"98.60";"98.60";"09/01/2018 12:00";"CET";"10000";"9860.00"
"AXA4.05%1JUL20SUPL";"BEAX00015271";;"Euronext Expert Market";"2020-07-01";"%";"105.00";"105.00";"105.00";"105.00";"28/07/2015 12:00";"CET";"30000";"31500.00"
"AXA4.05%1JUL20SUPL";"BEAX01527720";;"Euronext Expert Market";"2020-07-01";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"AXA4.05%1NOV20SUPL";"BEAX02011716";;"Euronext Expert Market";"2020-11-01";"%";"100.00";"100.00";"100.00";"100.00";"12/02/2019 12:00";"CET";"3000";"3000.00"
"AXA4.05%6JAN20SU";"BEAX00619379";;"Euronext Expert Market";"2020-01-06";"%";"105.75";"105.75";"105.75";"105.75";"03/11/2015 12:00";"CET";"75000";"79312.50"
"AXA4.05%7APR20SU";"BEAX00652701";;"Euronext Expert Market";"2020-04-07";"%";"104.00";"104.00";"104.00";"104.00";"31/01/2017 12:00";"CET";"13000";"13520.00"
"AXA4.25%-?1DEC19PL";"BEAX00894212";;"Euronext Expert Market";"2019-12-01";"%";"106.50";"106.50";"106.50";"106.50";"15/11/2016 12:00";"CET";"50000";"53250.00"
"AXA4.25%1APR21SUPL";"BEAX02299683";;"Euronext Expert Market";"2021-04-01";"%";"103.50";"103.50";"103.50";"103.50";"14/04/2015 12:00";"CET";"20000";"20700.00"
"AXA4.25%1FEB20SUPL";"BEAX00896233";;"Euronext Expert Market";"2020-02-01";"%";"105.40";"105.40";"105.40";"105.40";"15/11/2016 12:00";"CET";"96000";"101184.00"
"AXA4.25%1JUL21";"BEAX02782662";;"Euronext Expert Market";"2021-07-01";"%";"104.38";"104.38";"104.38";"104.38";"24/07/2018 12:00";"CET";"20000";"20876.00"
"AXA4.25%1JUN19SUPL";"BEAX00673913";;"Euronext Expert Market";"2019-06-01";"%";"98.00";"98.00";"98.00";"98.00";"17/07/2018 12:00";"CET";"40000";"39200.00"
"AXA4.25%1JUN20SUPL";"BEAX01271105";;"Euronext Expert Market";"2020-06-01";"%";"101.50";"101.50";"101.50";"101.50";"08/03/2016 12:00";"CET";"500";"507.50"
"AXA4.25%1MAR20SUPL";"BEAX00961888";;"Euronext Expert Market";"2020-03-01";"%";"105.70";"105.70";"105.70";"105.70";"15/11/2016 12:00";"CET";"2500";"2642.50"
"AXA4.25%1MAY20SUPL";"BEAX01270099";;"Euronext Expert Market";"2020-05-01";"%";"106.50";"106.50";"106.50";"106.50";"15/11/2016 12:00";"CET";"10000";"10650.00"
"AXA4.25%6MAY21";"BEAX02761450";;"Euronext Expert Market";"2021-05-06";"%";"104.00";"104.00";"104.00";"104.00";"24/07/2018 12:00";"CET";"10000";"10400.00"
"AXA4.5%-?1JUL21 PL";"BEAX02802866";;"Euronext Expert Market";"2021-07-01";"%";"104.01";"104.01";"104.01";"104.01";"22/01/2019 12:00";"CET";"5000";"5200.50"
"AXA4.5%1NOV21SUPL";"BEAX03304060";;"Euronext Expert Market";"2021-11-01";"%";"103.00";"103.00";"103.00";"103.00";"15/11/2016 12:00";"CET";"44000";"45320.00"
"AXA4.5-?1OCT21SUPL";"BEAX03303054";;"Euronext Expert Market";"2021-10-01";"%";"104.90";"104.90";"104.90";"104.90";"13/12/2016 12:00";"CET";"4000";"4196.00"
"AXAFRN23JUN19SU";"BEAX02741254";;"Euronext Expert Market";"2019-06-23";"%";"100.01";"100.01";"100.01";"100.01";"02/04/2019 12:00";"CET";"2800";"2800.28"
"BA CA FIN 2,342%PL";"DE000A0DD4K8";;"Euronext Amsterdam";;"%";"78.90";"78.90";"78.90";"78.90";"07/03/2019 13:37";"CET";"5000";"3945.00"
"BABOP FRN 9AUG19";"PTBN1ROE0009";"BBN1R";"Euronext Lisbon";"2019-08-09";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"BANC ESPA FRNPL";"DE000A0DEJU3";;"Euronext Amsterdam";;"%";"91.50";"91.50";"91.50";"91.50";"16/01/2018 09:51";"CET";"1000";"915.00"
"BANCAJA 4.625%PLD";"XS0205497778";;"Euronext Amsterdam";;"%";"28.60";"28.60";"28.60";"28.60";"23/04/2013 13:23";"CET";"5000";"1531.37"
"BANCO ESP.2 5,5%PL";"DE000A0DE4Q4";;"Euronext Amsterdam";;"%";"102.00";"102.00";"102.00";"102.00";"08/04/2019 17:20";"CET";"10000";"10200.00"
"BANIMM4,25%19FEB20";"BE0002222884";"BAN20";"Euronext Growth Brussels";"2020-02-19";"%";"99.00";"99.00";"99.00";"99.00";"06/09/2016 15:33";"CET";"100000";"101345.63"
"BANKCHIN0.50%MAR22";"XS1959288868";"BOCAF";"Euronext Access Paris";"2022-03-13";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"BANKCHINAFRNNOV20";"XS1720540217";"BOCAE";"Euronext Access Paris";"2020-11-22";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"BANKOFAMERIC6%2020";"XS0234546538";;"Euronext Amsterdam";"2020-11-18";"%";"103.90";"103.90";"103.90";"103.90";"04/02/2019 09:10";"CET";"1000";"1039.00"
"BAREN4A1FRN22OCT51";"BE6294238058";"BA4A1";"Euronext Brussels";"2051-10-22";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"BAREN4A2FRN22OCT51";"BE6294239064";"BA4A2";"Euronext Brussels";"2051-10-22";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"BAREN4BFRN22OCT51";"BE6294240070";"BA4B";"Euronext Brussels";"2051-10-22";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"BAREN4CFRN22OCT51";"BE6294241086";"BA4C";"Euronext Brussels";"2051-10-22";"%";"-";"-";"-";"-";"-";"-";"-";"-"
